nombre,tags,paso_actual,propuesta_paso_a_paso
Waikiki Beachcomber,"citrico, clasico, gin","1) Agregar Triple sec, Gin y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Triple sec, Gin y Jugo de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Whiskey Sour,"citrico, clasico, sour","1) Agregar Whisky mezclado, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cereza marrasquino y Limon.","1) Agregar Whisky mezclado, Limon, Azucar flor, Cereza marrasquino y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Whisky Cola,"clasico, rapido","1) Llenar vaso highball con hielo.
2) Agregar Whisky.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Whisky, Coca-Cola y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Whisky Mac,clasico,"1) Agregar Whisky escoces y Vino a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Whisky escoces y Vino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
White Lady,"citrico, clasico, gin","1) Agregar Gin, Triple sec y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Triple sec y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
White Negroni,"amargo, gin, moderno, negroni, rapido, top-bars","1) Agregar Gin, Suze y Lillet Blanc a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso bajo bien frio.
4) Decorar con Limon.","1) Agregar Gin, Suze, Lillet Blanc y Limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso bajo"
White Russian,clasico,"1) Agregar Vodka, Licor de cafe y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Vodka, Licor de cafe y Crema ligera a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
White Wine Sangria,"citrico, clasico, frutal, vino","1) Llenar jarra con hielo.
2) Agregar Vino blanco, Frutillas, Manzana y Brandy de manzana.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Lima y Limon.","1) Agregar Lima, Limon, Vino blanco, Frutillas, Manzana, Brandy de manzana y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en jarra"
Whitecap Margarita,"citrico, clasico, cremoso, tequila","1) Agregar Tequila, Crema de coco y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en margarita/coupette glass.","1) Agregar Hielo, Tequila, Crema de coco y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en margarita/coupette copa"
Wine Cooler,"clasico, vino","1) Llenar vaso collins con hielo.
2) Agregar Vino tinto.
3) Completar con Bebida lima-limon y mezclar suavemente.","1) Agregar Vino tinto, Bebida lima-limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Wine Punch,"citrico, clasico, vino","1) Agregar Vino tinto, Limon, Jugo de naranja, Naranja y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Vino tinto, Limon, Jugo de naranja, Naranja y Jugo de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Winter Paloma,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de pomelo, Jugo de lima y Jarabe de agave a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Pimienta.","1) Agregar Tequila, Jugo de pomelo, Jugo de lima, Jarabe de agave y Pimienta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Winter Rita,"amargo, campari, citrico, clasico, tequila","1) Agregar Tequila, Campari, Jugo de lima, Jugo de naranja y Jarabe de romero a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal.","1) Agregar Tequila, Campari, Jugo de lima, Jugo de naranja, Jarabe de romero y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Yellow Bird,"citrico, clasico","1) Agregar Ron blanco, Galliano, Triple sec y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron blanco, Galliano, Triple sec y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Yoghurt Cooler,"clasico, refrescante","1) Agregar Yogur y Fruta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Yogur, Fruta y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Zafiro,"bar-top-chile, chileno-autor, citrico, clasico, gin, siam-thai, top-bars","1) Agregar Gin, St. Germain y Jugo de pomelo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso alto.
4) Decorar con Lemongrass y Limon.","1) Agregar Gin, St. Germain, Jugo de pomelo, Lemongrass y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso alto"
Zambeer,clasico,"1) Agregar Sambuca y Cerveza de raiz a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Sambuca, Cerveza de raiz y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Zenmeister,clasico,"1) Agregar Jägermeister y Cerveza de raiz a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Jägermeister y Cerveza de raiz a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Ziemes Martini Apfelsaft,"citrico, clasico, martini","1) Agregar Vermut y Jugo de manzana a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.","1) Agregar Vermut y Jugo de manzana a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Zima Blaster,clasico,"1) Agregar Zima y Chambord raspberry liqueur a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane.","1) Agregar Zima y Chambord raspberry liqueur a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa hurricane"
Zimadori Zinger,clasico,"1) Agregar Licor de melon y Zima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Licor de melon y Zima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Zinger,clasico,"1) Agregar Peachtree schnapps y Surge a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Peachtree schnapps y Surge a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Zipperhead,clasico,"1) Llenar copa sour con hielo.
2) Agregar Chambord raspberry liqueur y Vodka.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Chambord raspberry liqueur, Vodka y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Zippy's Revenge,clasico,"1) Agregar Amaretto, Ron y Kool-Aid a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Amaretto, Ron y Kool-Aid a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Zizi Coin-coin,"citrico, clasico","1) Agregar Cointreau, Jugo de limon y Limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en margarita/coupette glass.","1) Agregar Cointreau, Jugo de limon, Hielo y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en margarita/coupette copa"
Zoksel,"citrico, clasico","1) Llenar vaso pilsner con hielo.
2) Agregar Cerveza, Cerveza de raiz, Limonada, 7-Up, Crema de cassis y Limon.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Cerveza, Cerveza de raiz, Limonada, Coca-Cola, 7-Up, Crema de cassis y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso pilsner"
Zombie,"amargo, citrico, clasico","1) Agregar Ron, Ron dorado, Ron 151 grados, Pernod, Granadina, Jugo de lima y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane.","1) Agregar Ron, Ron dorado, Ron 151 grados, Pernod, Granadina, Jugo de lima y Amargo de angostura a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa hurricane"
Zorbatini,clasico,"1) Agregar Vodka y Ouzo a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Vodka y Ouzo a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Zorro,clasico,"1) Agregar Sambuca, Baileys crema irlandesa y Crema de menta blanca a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en taza bien frio.","1) Agregar Sambuca, Baileys crema irlandesa y Crema de menta blanca a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en taza"
